A,B,result,RefD
Lisp_(programming_language),Database,0,0.037742662
Monte_Carlo_method,Statistical_inference,1,0.310483604
Structured_programming,Analysis_of_algorithms,0,0.008340394
Algorithm,Virtual_reality,0,-0.101931909
Assembly_language,Programming_language,1,-2.03e-05
Context-free_grammar,Computer_science,1,0.285474337
Semidefinite_programming,Central_processing_unit,0,0.0
Web_browser,Reinforcement_learning,0,-0.01171372
Database_transaction,Round-off_error,0,0.0
3D_computer_graphics,Compiler_optimization,0,-0.003342518
Sufficient_statistic,Robot,0,0.002354728
Pipeline_(computing),Design_of_experiments,0,0.01213939
Software_engineering,Computer,1,0.020090041
Memory_management,Network_security,0,0.002843121
Object_(computer_science),Computer_science,1,0.388252748
CPU_cache,Computer,1,0.025828456
Very_long_instruction_word,Computational_problem,0,0.004536311
Analysis_of_algorithms,Microprocessor,0,0.026739064
Superscalar,Relational_database_management_system,0,0.000239363
Inference,Unix,0,0.001631007
"Best,_worst_and_average_case",Computational_geometry,0,0.029341662
Probability_theory,Entropy,0,-0.021992719
Computability,Machine_translation,0,-0.00367428
"Best,_worst_and_average_case",Computer_science,1,0.498133199
Geometry,Data_warehouse,0,0.0
Recursively_enumerable_set,Knowledge_representation_and_reasoning,0,-0.013284217
Statistics,Arithmetic,1,-0.078564486
Probability,Neural_network,0,-0.016384972
Parametric_polymorphism,Complexity,0,-0.005736983
Machine_translation,Prolog,0,-0.004130379
Compiler,Programming_language,1,0.090673281
Instruction_set,Software_development,0,-0.013579473
Software_development,Computer_programming,1,-0.014584073
Linked_list,Computer_science,1,0.437668158
Sufficient_statistic,Random_variable,1,-0.23041384
CPU_cache,Performance_tuning,1,-0.10842936
Conditional_probability,Natural_language,0,0.0
Sparse_matrix,Matrix_(mathematics),1,0.301433046
Semidefinite_programming,Linear_programming,1,0.499264053
Natural_language_processing,Superscalar,0,-0.017485804
Finite-state_machine,Theory_of_computation,1,0.0137122
Computer_programming,Synchronization,0,-0.009402844
High-level_programming_language,Computer,1,0.012599411
Computational_learning_theory,Distributed_computing,0,0.060015884
Arithmetic_logic_unit,List_of_undecidable_problems,0,0.0
SQL,Database,1,-0.002208553
Computational_complexity_theory,Polynomial,1,-0.001116817
Mathematical_proof,Computer_science,0,0.088113563
Matrix_(mathematics),Mathematics,1,0.368831289
Assembly_language,Debugging,0,-0.048319707
Relational_database,Analysis_of_algorithms,1,0.003688752
Graph_theory,Ordinary_differential_equation,0,-0.013811903
Bayesian_network,Digital_signature,0,0.0
Lexical_analysis,Stack_(data_structure),0,-0.006826484
OSI_model,Computer_network,1,0.052100941
Digital_signature,Feature_extraction,0,0.0
Approximation,String_searching_algorithm,0,-0.020993873
Graph_coloring,Graph_theory,1,0.370399455
Continuous_function,Suffix_tree,0,0.0
Artificial_intelligence,Reason,1,-0.070192332
Programmer,Object_(computer_science),0,0.018230388
Mathematical_optimization,Mathematical_model,1,-0.048211545
Regular_expression,Relational_algebra,0,-0.021984774
Scheduling_(computing),Polymorphism_(computer_science),0,0.010229067
Inheritance_(object-oriented_programming),Object_(computer_science),1,0.169858236
Cryptanalysis,Algorithm,1,0.092754966
Recommender_system,Machine_learning,1,0.096661161
Superscalar,Lock_(computer_science),0,-0.010958148
C_(programming_language),Programming_language,1,0.004167278
Inter-process_communication,Data,1,0.136776172
Malware,Functional_programming,0,-0.010170348
Computer,Digital_electronics,1,0.043791393
First-order_logic,Floating_point,0,-0.004700895
Semantics,Bayesian_network,0,-0.001994178
Undecidable_problem,Computer_science,1,0.11503078
P_versus_NP_problem,Programmer,0,-0.005932333
Variable_(computer_science),Computing,0,0.102486015
Compiler_optimization,Python_(programming_language),0,0.087107053
Operating_system,Communication,0,-0.004534762
User_interface_design,Software_design,0,0.10328522
Data,Semidefinite_programming,0,-0.00209412
Suffix_tree,Database_transaction,0,0.0
Dynamic_programming,Mathematics,1,0.054598473
Server_(computing),Computer,1,0.171969091
Instruction_set,Computer,1,0.017820421
Digital_signature,Expected_value,0,0.0
Performance_tuning,Type_system,0,0.0
Java_(programming_language),Computer_programming,1,-0.084167452
Inheritance_(object-oriented_programming),Computational_science,0,-0.003994379
Statistics,Randomness,1,-0.458360674
Distributed_algorithms,Algorithm,1,0.152909801
Wireless_sensor_network,Database_system,0,0.026070126
Lexical_analysis,Regular_expression,1,0.044662437
Input/output,Computer,1,0.186785323
Communication,Program_analysis,0,0.0
Halting_problem,Theory_of_computation,1,-0.043074751
Linear_algebra,Continuous_function,0,0.094546921
Computer_vision,Algorithm_design,1,0.045733415
Public-key_cryptography,Algorithm,1,0.121945644
Artificial_intelligence,Computer_science,1,-0.195915518
Machine_learning,Probability_theory,1,-0.103939185
OSI_model,User_interface_design,0,-0.012339936
Lisp_(programming_language),Recursion_(computer_science),0,0.22258168
String_searching_algorithm,Turing_machine,0,0.114423368
Computer_network,Computer_science,1,-0.11460556
Monte_Carlo_method,Economics,0,0.054291682
Computer_network,Nonlinear_system,0,-0.057130948
System_programming,Automatic_programming,0,-0.005831664
Digital_signature,Algorithm,1,0.088267701
Computational_learning_theory,Parametric_polymorphism,0,-0.004274115
Spanning_tree,Mathematics,1,0.183335916
Graph_theory,Mathematics,1,0.148375886
Thread_(computer_science),Scripting_language,0,-0.053003593
Reason,Computer_simulation,0,0.001095563
Stochastic_process,Probability,1,-0.061026632
Procedural_programming,Least_squares,0,0.0
Encryption,Model_checking,0,-0.004786028
Natural_language_processing,Knowledge_representation_and_reasoning,0,-0.283602687
NP-complete,Machine_translation,0,-0.002315369
Relational_database_management_system,Thread_(computer_science),0,-0.002446994
Divide_and_conquer_algorithm,NP_(complexity),0,0.015873902
Flow_network,Concurrency_(computer_science),0,0.021099794
Arithmetic,Software_testing,0,-0.015429278
Reinforcement_learning,Artificial_intelligence,1,0.354714297
Computer_security,Asymptotic_analysis,0,-0.016967912
Data_type,PageRank,0,-0.003480245
Artificial_intelligence,Algorithm,1,0.01156779
User_interface_design,Polymorphism_(computer_science),0,0.003668505
Calculus,Arithmetic,1,-0.054645271
HTML,Computer,1,-0.016753249
ML_(programming_language),Programming_language,1,0.460901626
Speech_recognition,Queue_(data_structure),0,0.0
Time_complexity,Algorithm,1,0.196861825
Computer_vision,Computer_programming,1,-0.203812272
Memory_management,Database_system,0,0.026357767
Undecidable_problem,Computational_complexity_theory,1,0.07757871
Memory_management,Mathematical_model,0,0.0
Computational_complexity_theory,Theoretical_computer_science,1,-0.056493803
Kalman_filter,Expected_value,1,0.046531617
Concurrency_control,Computer_science,1,0.118596387
Packet_switching,First-order_logic,0,-0.001495998
ML_(programming_language),Java_(programming_language),0,0.446028699
Arithmetic_logic_unit,Computer,1,0.168916588
Compiler,Randomized_algorithm,0,0.106860781
Entropy,Probability,1,0.017952136
Data_structure,Data,1,0.035782627
Predicate_logic,Foundations_of_mathematics,1,0.076341419
Internet,Routing,1,-0.106885068
Concurrency_control,Analysis_of_algorithms,1,0.013997076
Python_(programming_language),Computer,1,-0.022114387
Public-key_cryptography,Discrete_mathematics,1,-0.025501436
Correlation_and_dependence,Data,1,-0.007853384
Computer_animation,Mathematics,1,-0.017449316
Peer-to-peer,Natural_language,0,0.005034533
Computational_geometry,Artificial_intelligence,0,0.206424893
Kinematics,Spanning_tree,0,-0.009413219
Semantics_of_programming_languages,Linear_system,0,0.0
Mathematical_model,Integer,1,0.030493996
Database_normalization,Database,1,0.327306847
Game_theory,Probability_theory,1,-0.29521624
Abstract_data_type,Integer,1,0.08008049
Abstract_data_type,Information_security,0,0.020008646
Integral,Speech_recognition,0,0.003505111
Computer_software,Computer,1,0.011145463
Garbage_collection_(computer_science),Automatic_programming,0,-0.00484896
Formal_methods,Stochastic_process,0,0.016720275
Volume_rendering,Computer_graphics,1,0.282197526
Operating_system,Computer,1,-0.10083713
Statistical_hypothesis_testing,Support_vector_machine,0,-0.071207745
Decision_theory,Algorithm,1,0.021750582
Symbol_table,Finite_element_method,0,0.012173974
Control_flow,Statistics,0,0.012950706
Algorithm,Computing,1,-0.287005769
Spanning_tree,Statistics,0,0.024458105
Randomized_algorithm,Introduction_to_Algorithms,1,0.096217915
Database_management_system,Relational_algebra,1,-0.293015424
Programmer,Mechanical_engineering,0,0.074363177
Expected_value,Performance_tuning,0,-0.029978588
Software_engineering,Object-oriented_programming,1,0.048866283
Stochastic_process,Continuous_function,1,0.025732338
Linked_list,Lexical_analysis,0,-0.008019762
Algorithm,Logic,1,0.09072039
Unix,Operating_system,1,0.454652047
Statistics,Mathematics,1,-0.053380594
Wavelet,Computer_science,0,0.013063856
Natural_language_processing,Algorithm_design,1,0.027121456
Computational_complexity_theory,Mathematics,1,-0.045245831
Approximation_algorithm,Mathematical_optimization,1,0.207867626
Multi-core_processor,Vector_processor,1,0.076319496
Asymptotic_analysis,Debugging,0,0.002874595
Parallel_computing,Numerical_analysis,0,-0.143758529
Unsupervised_learning,Debugging,0,-0.065356891
Interface_(computing),Foundations_of_mathematics,0,0.0
CPU_cache,Artificial_intelligence,0,0.037751896
Calculus_of_variations,Integral,1,0.111898268
Quantum_mechanics,Probability,1,-0.033174635
Central_processing_unit,Support_vector_machine,0,-0.007735534
Lock_(computer_science),Data_warehouse,0,0.009892956
Introduction_to_Algorithms,Speech_recognition,0,0.0
Monte_Carlo_method,Integral,1,0.030382411
List_of_undecidable_problems,Support_vector_machine,0,0.0
Computer_programming,Computer,1,0.022738801
Relational_model,Data,1,0.07767294
Distributed_computing,Operating_system,1,0.056021102
Assembly_language,Computer,1,-0.002246245
Machine_translation,Algorithm,1,0.045402982
Routing,Computer,1,0.009267744
Distributed_computing,Software_design,0,-0.11024933
Context-free_grammar,String_(computer_science),1,0.059109429
Logic_programming,Computer_programming,1,0.000766727
Quantum_computer,Theoretical_computer_science,1,-0.005536404
Kernel_(computing),Data_warehouse,0,0.0
Garbage_collection_(computer_science),Bayesian_network,0,0.002774904
Ordinary_differential_equation,Superscalar,0,-0.001942053
System_programming,Computer_programming,1,0.117842507
P_versus_NP_problem,Dynamic_memory_allocation,0,0.0
Newton's_method,Numerical_analysis,1,0.077356844
Mathematics,Social_network,0,-0.061495981
Run_time_(program_lifecycle_phase),Computer_science,1,0.114113686
Large_deviations_theory,Parallel_computing,0,0.009396311
Algebra,Software_framework,0,-0.022408603
Mathematical_optimization,B-tree,0,-0.005933871
Central_processing_unit,Automated_theorem_proving,0,-0.004708989
Recurrence_relation,Algorithm,1,0.06049867
Object-oriented_programming,3D_computer_graphics,0,-0.013651507
B-tree,3D_computer_graphics,0,0.00425086
Monte_Carlo_method,Computation,1,0.00656876
Cache_coherence,Parallel_computing,1,0.339298458
User_interface,Programming_paradigm,0,0.103808603
Artificial_intelligence,Mathematics,1,-0.000603197
Complexity_class,Algorithm,1,0.269364926
User_interface,CPU_cache,0,-0.006865415
Relational_model,Database,1,0.303091454
Ordinary_differential_equation,Polynomial,1,0.052761418
Array_data_structure,Quantum_mechanics,0,0.013551375
Parsing,Algorithm,1,0.107720589
Computer_programming,Algorithm,1,0.24015531
Semantics,Dynamic_programming,0,-0.010959863
Probability,Mathematics,1,0.120499404
Formal_language,Discrete_mathematics,1,-0.111068436
Congestion_control,Syntax,0,0.0
Polymorphism_(computer_science),Personal_computer,0,0.009465426
Digital_signature,Data_mining,0,-0.00722089
Information_security,Sparse_matrix,0,-0.014397296
Transaction_processing,Database,1,0.501266976
Speech_recognition,Markov_chain,1,0.001379244
Poisson_distribution,Random_variable,1,0.143395168
Very_long_instruction_word,Computer_software,0,0.044611462
Very_long_instruction_word,Computer_simulation,0,0.002467279
Computational_complexity_theory,Computational_problem,1,-0.488178166
Coding_theory,Theoretical_computer_science,1,-0.019281701
Concurrency_control,Algorithm_design,1,0.087411412
Data_structure,Data_(computing),1,-0.007605962
Fast_Fourier_transform,Algorithm,1,0.086810283
Recursively_enumerable_set,Conditional_probability,0,0.005320584
Firewall_(computing),Information_assurance,1,-0.042740858
Computer_graphics,Scientific_visualization,0,-0.377202442
Ray_tracing_(graphics),Markov_chain,0,0.0
File_system,Prediction,0,0.0
Programmer,Graph_coloring,0,-0.002148665
